sentence_id	text	translation	lemma	translation_token	translation_lemma	alignment
d000.s010	The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	La Unión Europea dio un impulso a las conversaciones también el viernes al comprometerse a aportar 3.600 millones de dólares anuales durante los próximos tres años para ayudar a los países más pobres a adaptarse al impacto del cambio climático, desde hacer frente a las inundaciones y la sequía hasta evitar la deforestación.	the european_union give the talk a boost as well on friday by pledge to provide $ 3.6 billion a year over the next three year to help poorer country adapt to the impact of climate_change -- from cope with flood and drought to avoid deforestation .	La Unión Europea dio un impulso a las conversaciones también el viernes al comprometerse a aportar 3.600 millones de dólares anuales durante los próximos tres años para ayudar a los países más pobres a adaptarse al impacto del cambio climático , desde hacer frente a las inundaciones y la sequía hasta evitar la deforestación .	el Unión Europea dar uno impulso a el conversación también el viernes al comprometer_él a aportar 3600 millón de dólares anual durante el próximo tres año para ayudar a el país más pobre a adaptar_él al impacto del cambio climático , desde hacer frente a el inundación y el sequía hasta evitar el deforestación .	[(0, 0), (1, 1), (2, 3), (3, 7), (4, 8), (5, 4), (6, 5), (7, 9), (8, 9), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (16, 16), (18, 28), (20, 21), (21, 22), (22, 23), (23, 24), (24, 25), (25, 26), (26, 27), (27, 32), (28, 30), (29, 34), (30, 33), (31, 45), (32, 36), (33, 18), (34, 38), (34, 39), (36, 41), (37, 42), (39, 46), (40, 47), (41, 49), (42, 44), (43, 51), (44, 53), (45, 54)]
d000.s011	Still , Friday featured the same sort of verbal fireworks that have dominated the talks for the past week .	Aún así, el viernes presentó el mismo tipo de fuegos artificiales verbales que han dominado las conversaciones durante la semana pasada.	still , friday feature the same sort of verbal firework that have dominate the talk for the past week .	Aún así , el viernes presentó el mismo tipo de fuegos artificiales verbales que han dominado las conversaciones durante la semana pasada .	aún así , el viernes presentar el mismo tipo de fuego artificial verbal que haber dominar el conversación durante el semana pasado .	[(0, 0), (1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 12), (9, 10), (9, 11), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 21), (18, 20), (19, 22)]
d000.s012	U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world .	Todd Stern, enviado especial sobre el clima de los Estados Unidos, rechazó el texto que exigía reducciones vinculantes de las emisiones de gases de efecto invernadero para los países industrializados en comparación con las voluntarias de las principales economías emergentes si no estaban financiadas por el mundo desarrollado .	u.s. special climate envoy todd stern reject language require binding cut of greenhouse-gas emission for industrialized country compare with voluntary one by major emerge economy if they be not fund by the developed world .	Todd Stern , enviado especial sobre el clima de los Estados Unidos , rechazó el texto que exigía reducciones vinculantes de las emisiones de gases de efecto invernadero para los países industrializados en comparación con las voluntarias de las principales economías emergentes si no estaban financiadas por el mundo desarrollado .	Todd Stern , enviado especial sobre el clima de el Estados Unidos , rechazar el texto que exigir reducción vinculante de el emisión de gas de efecto invernadero para el país industrializado en comparación con el voluntaria de el principal economía emergente si no estar financiada por el mundo desarrollado .	[(1, 4), (2, 7), (3, 3), (4, 0), (5, 1), (6, 13), (7, 15), (8, 17), (9, 19), (10, 18), (11, 20), (12, 27), (13, 22), (14, 28), (15, 31), (16, 30), (17, 33), (18, 34), (19, 36), (21, 32), (22, 39), (23, 41), (24, 40), (25, 42), (26, 35), (27, 44), (28, 43), (29, 45), (30, 46), (31, 29), (32, 49), (33, 48), (34, 50)]
d000.s013	The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago .	La medida señaló que la administración Obama está tomando una línea más dura con China que la que hicieron los funcionarios de la administración Bush hace apenas dos años.	the move signal that the obama administration be take a hard_line with china than bush_administration official do just two year ago .	La medida señaló que la administración Obama está tomando una línea más dura con China que la que hicieron los funcionarios de la administración Bush hace apenas dos años .	el medida señalar que el administración Obama estar tomar uno línea más duro con China que el que hacer el funcionario de el administración Bush hacer apenas dos año .	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 5), (7, 7), (8, 8), (9, 9), (10, 10), (11, 13), (12, 14), (13, 15), (14, 23), (15, 20), (16, 18), (17, 26), (18, 27), (19, 28), (20, 25), (21, 29)]
d000.s014	The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .	Los Estados Unidos no van a hacer un trato sin que los principales países en desarrollo se intensifiquen y tomen medidas , dijo Stern , quien también se quejó de que el texto no hacía lo suficiente para asegurarse de que los recortes pudieran ser verificados por observadores externos .	the united_states be not go to do a deal without the major developing_country step up and take action , say stern , who also complain that the text do not do enough to make sure the cut could be verify by outside observer .	Los Estados Unidos no van a hacer un trato sin que los principales países en desarrollo se intensifiquen y tomen medidas , dijo Stern , quien también se quejó de que el texto no hacía lo suficiente para asegurarse de que los recortes pudieran ser verificados por observadores externos .	el Estados Unidos no ir a hacer uno trato sin que el principal país en desarrollo él intensificar y tomen medida , decir Stern , quien también él quejar de que el texto no hacer él suficiente para asegurar_él de que el recorte poder ser verificar por observador externo .	[(0, 0), (1, 2), (2, 29), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 11), (11, 12), (12, 13), (12, 14), (12, 15), (13, 17), (15, 18), (16, 19), (17, 20), (18, 21), (19, 22), (21, 24), (22, 25), (23, 26), (24, 28), (25, 30), (26, 31), (27, 32), (29, 33), (30, 34), (31, 36), (32, 37), (35, 41), (36, 42), (37, 43), (38, 44), (39, 45), (40, 46), (41, 48), (42, 47), (43, 49)]
d000.s015	Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	Stern hizo sus comentarios una hora después de que el viceministro chino de Asuntos Exteriores He Yafei dijera que Estados Unidos 'el máximo negociador del clima carecía de ``sentido común'' o era ``muy irresponsable'' por decir a principios de semana que Estados Unidos no ayudaría financieramente a China a hacer frente al calentamiento global.	stern make he comment a hour after chinese vice foreign_minister he yafeus say america 's top climate negotiator be either lack `` common_sense '' or be `` extremely irresponsible '' for say earlier in the week that the united_states would not help china financially to cope with global_warming .	Stern hizo sus comentarios una hora después de que el viceministro chino de Asuntos Exteriores He Yafei dijera que Estados Unidos ' el máximo negociador del clima carecía de ` ` sentido común '' o era ` ` muy irresponsable '' por decir a principios de semana que Estados Unidos no ayudaría financieramente a China a hacer frente al calentamiento global .	Stern hacer su comentario uno hora después de que el viceministro chino de Asuntos Exteriores He Yafei decir que Estados Unidos ' el máximo negociador del clima carecer de ` ` sentido común '' o ser ` ` mucho irresponsable '' por decir a principios de semana que Estados Unidos no ayudar financieramente a China a hacer frente al calentamiento global .	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 11), (8, 10), (9, 10), (10, 15), (11, 14), (12, 17), (13, 11), (15, 23), (16, 26), (17, 24), (18, 28), (20, 27), (22, 31), (22, 32), (23, 33), (24, 34), (25, 35), (27, 38), (28, 39), (29, 40), (30, 41), (31, 42), (32, 44), (33, 43), (34, 9), (35, 46), (36, 47), (37, 22), (38, 48), (40, 50), (41, 51), (42, 53), (43, 52), (44, 55), (45, 56), (46, 57), (47, 59), (47, 60), (48, 61)]
d000.s016	With the future economic trajectory of the world 's major powers at stake , fault lines have erupted both within the developing world and between the industrial world and emerging economies .	Con la trayectoria económica futura de las principales potencias del mundo en juego , las fallas han estallado tanto dentro del mundo en desarrollo como entre el mundo industrial y las economías emergentes .	with the future economic trajectory of the world 's major_power at stake , fault_line have erupt both within the develop world and between the industrial world and emerge economy .	Con la trayectoria económica futura de las principales potencias del mundo en juego , las fallas han estallado tanto dentro del mundo en desarrollo como entre el mundo industrial y las economías emergentes .	con el trayectoria económico futuro de el principal potencia del mundo en juego , el falla haber estallar tanto dentro del mundo en desarrollo como entre el mundo industrial y el economía emergente .	[(0, 0), (1, 1), (2, 4), (3, 3), (4, 2), (5, 5), (6, 6), (7, 10), (8, 9), (9, 8), (10, 11), (11, 12), (12, 13), (13, 15), (14, 16), (15, 17), (16, 18), (17, 19), (18, 26), (19, 23), (20, 21), (22, 25), (23, 30), (24, 28), (25, 27), (26, 29), (27, 32), (28, 31), (29, 33)]
d000.s017	The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	La batalla actual consiste tanto en salvar las economías individuales como en salvar el planeta , con China y Estados Unidos enemistados por sus respectivas obligaciones, mientras que las naciones más pobres insisten en que las dos docenas de países más influyentes del mundo están ignorando el imperativo científico de tomar medidas más audaces .	the current battle be as much about save individual economy as save the planet , with china and united_states feud over they respective obligation while poorer nation insist that the world 's two_dozen most influential country be ignore the scientific imperative to take bolder action .	La batalla actual consiste tanto en salvar las economías individuales como en salvar el planeta , con China y Estados Unidos enemistados por sus respectivas obligaciones , mientras que las naciones más pobres insisten en que las dos docenas de países más influyentes del mundo están ignorando el imperativo científico de tomar medidas más audaces .	el batalla actual consistir tanto en salvar el economía individual como en salvar el planeta , con China y Estados Unidos enemistado por su respectivo obligación , mientras que el nación más pobre insistir en que el dos docena de país más influyente del mundo estar ignorar el imperativo científico de tomar medida más audaz .	[(0, 0), (1, 2), (2, 1), (3, 3), (4, 22), (6, 5), (7, 6), (8, 9), (9, 8), (10, 10), (11, 12), (12, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (21, 23), (22, 24), (23, 25), (24, 27), (25, 32), (26, 30), (27, 33), (28, 35), (29, 36), (30, 44), (33, 41), (34, 42), (35, 40), (36, 45), (37, 46), (38, 47), (39, 49), (40, 48), (41, 50), (42, 51), (43, 54), (44, 52), (45, 55)]
d000.s018	Ricardo Ulate , a Costa Rican delegate , said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases , even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions .	Ricardo Ulate , delegado de Costa Rica , dijo que no es sorprendente que las grandes potencias estén luchando por quién debería soportar los costos de frenar los gases de efecto invernadero , incluso cuando los países vulnerables se han vuelto más agresivos en la búsqueda de responsabilizar a los grandes emisores por sus acciones .	ricardo ulate , a costa rican delegate , say it ' not surprising that the major_power be fight over who should bear the cost for curb greenhouse_gas , even as vulnerable country have become more aggressive in seek to hold the big emitter accountable for they action .	Ricardo Ulate , delegado de Costa Rica , dijo que no es sorprendente que las grandes potencias estén luchando por quién debería soportar los costos de frenar los gases de efecto invernadero , incluso cuando los países vulnerables se han vuelto más agresivos en la búsqueda de responsabilizar a los grandes emisores por sus acciones .	Ricardo Ulate , delegado de Costa Rica , decir que no ser sorprendente que el grande potencia estar luchar por quién deber soportar el costo de frenar el gas de efecto invernadero , incluso cuando el país vulnerable él haber volver más agresivo en el búsqueda de responsabilizar a el grande emisor por su acción .	[(0, 0), (1, 1), (2, 2), (6, 3), (7, 7), (8, 8), (9, 38), (11, 10), (12, 12), (13, 13), (14, 14), (15, 16), (16, 17), (17, 18), (19, 20), (20, 21), (21, 22), (22, 23), (23, 24), (24, 19), (25, 26), (26, 31), (27, 32), (28, 33), (29, 34), (30, 37), (31, 36), (32, 39), (33, 40), (34, 41), (35, 42), (36, 43), (37, 45), (38, 48), (39, 47), (40, 49), (41, 50), (42, 51), (43, 46), (44, 52), (45, 53), (46, 54), (47, 55)]
d000.s019	This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .	Este es claramente un juego donde se está desarrollando una nueva hegemonía económica , dijo Ulate , quien también sirve como asesor regional sobre cambio climático en México y Centroamérica para Conservation International .	this be clearly a game where a new economic hegemony be be develop , say ulate , who also serve as the regional mexico and central_america climate_change adviser for conservation international .	Este es claramente un juego donde se está desarrollando una nueva hegemonía económica , dijo Ulate , quien también sirve como asesor regional sobre cambio climático en México y Centroamérica para Conservation International .	este ser claramente uno juego donde él estar desarrollar uno nuevo hegemonía económico , decir Ulate , quien también servir como asesor regional sobre cambio climático en México y Centroamérica para Conservation International .	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 9), (7, 10), (8, 12), (9, 11), (10, 7), (11, 26), (12, 8), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (22, 22), (23, 27), (24, 28), (25, 29), (26, 24), (26, 25), (27, 21), (28, 30), (29, 31), (31, 33)]
d000.s020	Some of the countries most vulnerable to the impact of climate change indicated they would continue to push for a legally binding treaty in Copenhagen , although most of the major participants say the talks will produce a political deal at best .	Algunos de los países más vulnerables al impacto del cambio climático indicaron que continuarían presionando por un tratado jurídicamente vinculante en Copenhague , aunque la mayoría de los principales participantes dicen que las conversaciones producirán un acuerdo político en el mejor de los casos .	some of the country most vulnerable to the impact of climate_change indicate they would continue to push for a legally bind treaty in copenhagen , although most of the major participant say the talk will produce a political deal at best .	Algunos de los países más vulnerables al impacto del cambio climático indicaron que continuarían presionando por un tratado jurídicamente vinculante en Copenhague , aunque la mayoría de los principales participantes dicen que las conversaciones producirán un acuerdo político en el mejor de los casos .	alguno de el país más vulnerable al impacto del cambio climático indicar que continuar presionar por uno tratado jurídicamente vinculante en Copenhague , aunque el mayoría de el principal participante decir que el conversación producir uno acuerdo político en el mejor de el caso .	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 24), (8, 7), (10, 9), (10, 10), (11, 11), (14, 13), (16, 14), (17, 15), (18, 16), (19, 18), (20, 19), (21, 17), (22, 20), (23, 21), (24, 22), (25, 23), (27, 26), (28, 27), (29, 28), (30, 29), (31, 30), (32, 32), (33, 33), (35, 34), (36, 35), (37, 37), (38, 36), (40, 40), (41, 44)]
d000.s021	The Alliance of Small Island States , which has 43 members , produced a 24-page draft treaty proposal early Friday morning .	La Alianza de los Pequeños Estados Insulares , que cuenta con 43 miembros , elaboró un proyecto de tratado de 24 páginas a principios de la mañana del viernes .	the alliance of small island state , which have 43 member , produce a 24-page draft treaty proposal early friday morning .	La Alianza de los Pequeños Estados Insulares , que cuenta con 43 miembros , elaboró un proyecto de tratado de 24 páginas a principios de la mañana del viernes .	el Alianza de el Pequeños Estados Insulares , que contar con 43 miembro , elaborar uno proyecto de tratado de 24 página a principios de el mañana del viernes .	[(0, 0), (1, 1), (2, 2), (3, 4), (4, 6), (5, 5), (6, 7), (7, 8), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (14, 20), (15, 16), (16, 18), (18, 10), (19, 28), (20, 26), (21, 29)]
d000.s022	Artur Runge-Metzger , who heads international climate negotiations on behalf of the European Commission , said the push by small island nations has `` put political pressure on the entire political process , '' in part because they are now unified and demanding action from emerging economies such as China and India .	Artur Runge-Metzger , que dirige las negociaciones internacionales sobre el clima en nombre de la Comisión Europea , dijo que el empuje de las pequeñas naciones insulares ha `` puesto presión política sobre todo el proceso político , '' en parte porque ahora están unificadas y exigiendo la acción de las economías emergentes como China y la India .	artur runge-metzger , who head international climate negotiation on behalf of the european commission , say the push by small island nation have `` put political pressure on the entire political process , '' in part because they be now unify and demand action from emerge economy such as china and india .	Artur Runge-Metzger , que dirige las negociaciones internacionales sobre el clima en nombre de la Comisión Europea , dijo que el empuje de las pequeñas naciones insulares ha ` ` puesto presión política sobre todo el proceso político , '' en parte porque ahora están unificadas y exigiendo la acción de las economías emergentes como China y la India .	Artur Runge-Metzger , que dirigir el negociación internacional sobre el clima en nombre de el Comisión Europea , decir que el empuje de el pequeño nación insular haber ` ` puesto presión político sobre todo el proceso político , '' en parte porque ahora estar unificado y exigir el acción de el economía emergente como China y el India .	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 7), (6, 10), (7, 6), (8, 11), (9, 12), (10, 13), (11, 14), (12, 16), (13, 15), (14, 17), (15, 18), (16, 20), (17, 21), (18, 22), (19, 24), (20, 26), (21, 25), (22, 27), (24, 30), (25, 32), (26, 31), (27, 33), (28, 35), (29, 34), (30, 37), (31, 36), (32, 38), (33, 39), (34, 40), (35, 41), (36, 42), (37, 23), (38, 44), (39, 43), (40, 45), (41, 46), (42, 47), (43, 49), (44, 50), (45, 53), (46, 52), (48, 54), (49, 55), (50, 56), (51, 58), (52, 59)]
